timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-20T22:33:16,codecarbon,13b700c9-a44a-4ee2-8b5e-c99b7667b312,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0323933750623837,6.798376836349444e-07,3.345010331054031e-07,10.39005509125,0.0,6.0,1.6677825350228722e-06,0.0,8.83413749979809e-07,2.551196285002681e-06,0.0,Peru,PER,junin,,,macOS-14.4-arm64-arm-64bit,3.11.15,3.3.1,12,Apple M3 Pro,0,,-75.2157,-12.0668,18.0,machine,0,0,0,0,N,1.0,0.0
2026-09-20T22:41:57,codecarbon,b5c54554-b6d7-435a-8ab4-e83d7779a16d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.060401582974009,7.58513814280108e-07,3.6813882329932003e-07,10.773107536000001,0.0,6.0,1.8710804519713821e-06,0.0,9.75360208346198e-07,2.84644066031758e-06,0.0,Peru,PER,junin,,,macOS-14.4-arm64-arm-64bit,3.11.15,3.3.1,12,Apple M3 Pro,0,,-75.2157,-12.0668,18.0,machine,0,0,0,0,N,1.0,0.0
