timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-20T22:40:18,codecarbon,52e0fbc6-b420-40d9-a165-f837e5c7a6a2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,222.60145195794757,0.0003262230961151492,1.4655030020953194e-06,13.900275964790744,0.0,6.0,0.0008532307261577836,0.0,0.00037097200770823597,0.0012242027338660198,0.0,Peru,PER,junin,,,macOS-14.4-arm64-arm-64bit,3.11.15,3.3.1,12,Apple M3 Pro,0,,-75.2157,-12.0668,18.0,machine,11.191402714932128,0,83.80180995475112,6.486871227419754,N,1.0,0.0
2026-09-20T22:48:43,codecarbon,4911a1f6-34bb-4253-a8c4-d067312dd242,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,200.60476749995723,0.0002479493452388316,1.2360092351189233e-06,10.553285982587502,0.0,6.0,0.0005961395505175531,0.0,0.00033432880048640074,0.0009304683510039537,0.0,Peru,PER,junin,,,macOS-14.4-arm64-arm-64bit,3.11.15,3.3.1,12,Apple M3 Pro,0,,-75.2157,-12.0668,18.0,machine,5.862814070351759,0,82.81859296482409,6.5490939653099485,N,1.0,0.0
