timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-20T22:51:20,codecarbon,89520bca-ca44-46ff-b740-361a30ae02a6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.62465858401265,1.1716139760118899e-07,3.2323429886046364e-08,8.5,0.0,6.0,2.578531100718667e-07,0.0,1.8181319484331956e-07,4.3966630491518623e-07,0.0,Peru,PER,junin,,,macOS-14.4-arm64-arm-64bit,3.11.15,3.3.1,12,Apple M3 Pro,0,,-75.2157,-12.0668,18.0,machine,0,0,0,0,N,1.0,0.0
