timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-21T07:05:46,codecarbon,5819b69e-e3ae-4e5d-8596-70f0015b6207,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1483.0192718339385,3.9594053768548927e-05,2.669827325951465e-08,16.942025715504077,0.0,6.0,0.006999778309307365,0.0,0.0024698670418785576,0.009469645351185923,0.0,Canada,CAN,quebec,,,macOS-14.4-arm64-arm-64bit,3.11.15,3.3.1,12,Apple M3 Pro,0,,-71.2,46.8,18.0,machine,14.76593707250342,0,84.54835841313268,6.889967964057557,N,1.0,0.0
